,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
3536,3843,20,2.0,38.476694797277176,23.750168536329163,6.0,12,12.0,1966,0.019508796,B,B,37,7687,11,176.0,5,5,B
4400,11094,3,1.0,43.06559559391794,22.82642146807039,8.0,8,12.0,1983,0.050900058,B,B,43,10621,1,30.0,2,3,B
2414,8760,109,1.0,31.50234199937792,20.01247105423149,5.0,3,5.0,1963,0.1363303,B,B,30,6141,10,262.0,3,6,B
1053,13766,119,2.0,39.07941725616571,25.64221600144437,7.0,5,9.0,1964,0.000995363,B,B,42,7651,1,,1,5,B
1844,11469,26,1.0,36.0606921771731,22.822802003987487,5.0,3,5.0,1964,0.0,B,B,36,6714,2,2672.0,0,2,B
1582,2366,3,1.0,40.26056440363937,19.637500125492977,8.0,14,17.0,1983,0.050900058,B,B,43,10621,1,30.0,2,3,B
2305,14287,39,1.0,33.91288312618613,19.44577585644332,6.0,4,9.0,1971,0.428825818,B,B,25,5011,8,730.0,0,2,B
4319,14535,62,3.0,64.19588605946585,46.74645843223715,6.0,8,9.0,1972,0.002211665,B,B,39,7614,3,,1,5,A
1730,14733,53,1.0,37.874879670180775,,1.0,15,1.0,1977,0.049637257,B,B,34,7759,0,229.0,1,3,B
3864,578,23,3.0,91.2273605199884,52.27398159757582,10.0,8,17.0,2012,0.075778755,B,B,6,1437,3,,0,2,B
2437,503,26,3.0,46.82428631251123,35.39142480995873,4.0,5,5.0,1963,0.0,B,B,36,6714,2,2672.0,0,2,B
2527,11188,1,2.0,85.00056774819689,,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
266,2891,38,1.0,49.470746724515685,26.563910922433248,1.0,10,12.0,1977,0.060753049,B,B,15,2787,2,520.0,0,7,B
877,16089,66,2.0,57.0651733126042,36.95947586268216,7.0,2,5.0,1957,0.161975568,B,A,31,7010,5,4508.0,3,7,B
3629,10897,128,1.0,41.7024105722406,21.19557345451877,8.0,6,14.0,1994,0.0,B,B,27,4798,0,30.0,2,8,B
401,3236,57,2.0,43.7482851680293,31.052534791295727,5.0,4,5.0,1970,0.133215333,B,B,49,11395,3,1406.0,3,4,A
1504,5453,13,1.0,38.77454754610441,22.492960632932697,8.0,10,16.0,1999,0.133215333,B,B,49,11395,3,1406.0,3,4,A
1065,6293,90,2.0,46.41624375131536,32.73083579903852,5.0,5,5.0,1965,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3288,1897,58,3.0,64.30774076757892,45.81093578094347,6.0,5,9.0,1966,0.1489038909999999,B,B,9,1952,1,1430.0,3,2,B
1380,16520,1,2.0,66.19336792888153,,10.0,5,22.0,2018,0.007122317,B,B,1,264,0,,0,1,B
149,13931,138,2.0,43.69853923637347,26.41510393522152,5.0,4,5.0,1963,0.0,B,B,36,6714,2,2672.0,0,2,B
2495,14678,61,1.0,41.10816008984509,23.445581023685644,9.0,6,16.0,1979,0.300322518,B,B,52,10311,6,,1,9,B
1524,6539,1,1.0,39.25506605613357,,10.0,7,17.0,2017,0.007122317,B,B,1,264,0,,0,1,B
2081,3390,72,1.0,101.52566433324655,5.76631218998812,1.0,25,1.0,2017,0.210473241,B,B,11,2398,2,1994.0,3,0,B
4474,11307,41,1.0,42.26722484375383,21.46592686704648,9.0,7,14.0,1974,0.036122292,B,B,24,4378,0,1036.0,1,1,B
1680,11604,1,2.0,69.76718075794041,,1.0,15,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
257,5968,23,1.0,28.57119049227769,29.40338105783641,0.0,12,17.0,2014,0.034656082,B,B,0,168,0,,0,0,B
3806,9952,7,2.0,45.61848681332035,29.896995034518923,5.0,4,5.0,1967,0.130617806,B,B,39,10418,9,900.0,1,9,B
2213,6681,1,2.0,64.52728039374661,66.76600153478286,1.0,1,20.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4713,2262,181,2.0,49.824887042302656,27.98342602604289,7.0,3,10.0,1967,0.0,B,B,8,1423,37,562.0,1,8,B
3228,13741,107,3.0,86.76088787005968,57.66684797307979,9.0,11,9.0,1961,0.174739084,B,B,17,3379,9,100.0,0,3,B
380,3484,85,3.0,54.10038338989246,35.039397141849435,6.0,7,9.0,1977,0.037177818,B,B,52,11217,1,2300.0,1,7,B
2044,12629,99,3.0,59.40004082193517,46.32940463524878,5.0,7,9.0,1969,0.033493708,B,B,66,10573,1,1322.0,3,8,B
957,6603,49,2.0,59.22348128446816,39.46088212552933,8.0,5,5.0,1962,0.020741326,B,B,24,5613,5,1340.0,2,5,B
2350,2009,23,1.0,28.025001004529344,3.625649033766236,1.0,13,17.0,2017,0.034656082,B,B,0,168,0,,0,0,B
2382,8713,1,2.0,55.73790447572605,33.538598989494425,9.0,11,17.0,2009,0.025609157,B,B,33,5261,0,240.0,3,1,B
381,16668,34,3.0,118.44990576927172,68.58749732435024,12.0,10,23.0,2013,0.069753361,B,B,53,13670,4,,1,11,B
3488,6474,114,1.0,33.997125361738256,24.840236858459956,5.0,3,5.0,1961,0.327018035,B,B,12,2270,23,2500.0,1,0,B
1817,1458,165,1.0,31.686459835718995,18.339861276544717,6.0,1,8.0,1965,0.020741326,B,B,24,5613,5,1340.0,2,5,B
3849,14789,29,1.0,33.24379854878667,21.541543297186188,5.0,3,9.0,1965,0.069660344,B,B,31,6119,4,,1,2,B
4326,2524,75,2.0,58.06663367562334,34.90720907332477,10.0,9,16.0,1977,0.307466659,B,A,30,5048,9,325.0,2,5,B
388,5135,30,1.0,43.144340569177466,18.295503331696487,1.0,12,22.0,2016,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4914,7460,9,3.0,111.9562516385795,66.85984479977724,15.0,8,14.0,1997,0.136244425,B,B,11,2370,0,,0,1,B
1788,3330,90,2.0,49.11334648031675,31.38352723309411,5.0,2,5.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
2006,8539,23,2.0,64.74451338458447,,1.0,17,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
4062,7407,57,1.0,40.01913833013058,24.806652576146604,10.0,19,22.0,2002,0.090799103,B,B,74,19083,2,,5,15,B
1371,1590,27,3.0,79.94568973050725,,1.0,14,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
4556,14006,6,3.0,74.14219884093384,,1.0,6,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1619,3371,151,2.0,63.05630592414634,35.018386781822684,11.0,17,22.0,1996,0.236108458,B,B,16,3893,27,,3,10,B
4224,12144,128,1.0,39.40216930841053,21.149389319690872,8.0,9,14.0,1991,0.0,B,B,27,4798,0,30.0,2,8,B
1170,16579,3,2.0,53.62124783920879,31.480195207196918,8.0,6,17.0,1985,0.050900058,B,B,43,10621,1,30.0,2,3,B
1141,3479,55,2.0,58.891624398509705,37.4761091321626,10.0,15,22.0,1993,0.041365446,B,B,31,5569,0,,1,4,B
1923,10515,1,3.0,66.37657107168168,42.905683080574256,8.0,8,14.0,1991,0.025609157,B,B,33,5261,0,240.0,3,1,B
2164,7779,1,3.0,82.1694988997472,80.47655789337621,1.0,14,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2354,9205,120,2.0,85.91182654959276,4.188395456748467,1.0,5,1.0,2016,0.341071945,B,B,27,5664,48,2300.0,3,11,B
2191,3563,21,1.0,45.92513311443962,24.487335926281126,8.0,9,12.0,1980,0.194489265,B,B,47,8004,3,125.0,3,5,B
3377,6533,1,2.0,64.91958316061056,,10.0,19,22.0,2019,0.007122317,B,B,1,264,0,,0,1,B
2668,1419,47,2.0,57.89975330965655,32.862276684422824,8.0,11,16.0,1980,0.101872465,B,B,23,4583,3,,3,3,B
3648,11331,29,1.0,53.79681104495035,19.425507439261047,11.0,15,20.0,2012,0.069660344,B,B,31,6119,4,,1,2,B
2660,15205,87,3.0,76.61200497268392,49.79287545793397,10.0,10,17.0,1989,0.100455735,B,B,43,7227,0,,1,6,A
2507,13988,45,3.0,81.13013424258592,79.57760546906576,0.0,17,17.0,2015,0.195781053,B,B,23,5212,6,,3,2,B
4157,321,9,3.0,80.133374126406,78.94227982319178,1.0,9,1.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
2099,9829,141,1.0,36.55824071473082,21.950443028322443,5.0,10,9.0,1964,0.0006991189999999,B,B,14,3369,24,4129.0,0,3,B
3491,237,9,3.0,66.23662567027885,46.52448325137861,6.0,4,9.0,1972,0.31019913,B,B,11,2748,1,,0,0,B
3905,11336,23,1.0,35.19914649150017,,1.0,3,4.0,1977,0.034656082,B,B,0,168,0,,0,0,B
2194,7953,58,3.0,73.25233253107835,49.06864166151242,9.0,5,9.0,2010,0.31019913,B,B,11,2748,1,,0,0,B
2731,16231,6,1.0,48.659432278157865,,1.0,14,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
3429,6451,85,2.0,54.54417975062968,36.21229236031693,9.0,12,16.0,1981,0.037177818,B,B,52,11217,1,2300.0,1,7,B
1159,4674,28,1.0,45.27831696761931,24.00113021082568,8.0,4,14.0,1990,0.118537385,B,B,30,6207,1,1183.0,1,0,B
2905,11300,30,3.0,78.78533452941231,,1.0,8,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4654,13567,27,2.0,57.08977387057042,,6.0,3,12.0,2013,0.211401214,B,B,9,1892,0,,0,1,B
1810,9867,61,2.0,49.45470477600306,27.34666443789824,6.0,7,9.0,1976,0.300322518,B,B,52,10311,6,,1,9,B
4764,12513,1,2.0,65.84775048739071,,0.0,5,0.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3259,10542,27,1.0,67.26456239813952,62.509498735414965,12.0,17,17.0,2015,0.072157581,B,B,2,629,1,,0,0,A
452,11812,65,2.0,64.06314855146861,44.25138344350212,7.0,3,8.0,1958,0.081943463,B,B,20,2738,20,,1,4,B
278,4278,87,1.0,35.417576593896364,25.35558120545372,6.0,2,9.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
817,6376,2,1.0,42.37619755741403,23.71370076499829,9.0,9,14.0,1977,0.309479124,B,B,35,7715,4,990.0,0,6,B
3022,8993,6,2.0,66.88541292977659,59.60894188781763,1.0,16,25.0,2018,0.243204519,B,B,5,1564,0,540.0,0,0,B
1270,6591,9,2.0,52.30709406664636,29.286768553857737,7.0,2,9.0,1970,0.31019913,B,B,11,2748,1,,0,0,B
4078,3313,48,2.0,46.87442560346106,29.423719998305245,6.0,2,9.0,1979,0.041124634,B,B,46,9515,5,,1,10,B
610,11910,77,2.0,48.73199184003237,34.201421005316604,6.0,3,12.0,1975,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
432,7799,3,1.0,36.93082261471204,18.977519347566744,9.0,1,12.0,1971,0.265088676,B,B,37,5288,0,1937.0,3,2,B
4904,11498,126,1.0,41.84438728138807,24.866904557832427,8.0,4,14.0,1992,0.333891544,B,B,30,6564,1,,0,0,B
2716,14498,23,1.0,163.32590099988374,,1.0,3,1.0,1977,0.014072961,B,B,2,475,0,,0,0,B
4851,6669,41,4.0,86.71915351482552,52.01907447624082,11.0,1,16.0,1978,0.036122292,B,B,24,4378,0,1036.0,1,1,B
3090,5253,46,2.0,55.52008341488619,35.328234383113646,9.0,14,17.0,2005,0.0,B,B,47,11319,0,1145.0,3,5,B
2490,6810,27,2.0,59.408283656948825,61.40575533373045,10.0,11,17.0,2018,0.017647053,B,B,2,469,0,,0,0,B
1970,14517,14,1.0,36.200471136883046,24.056711616596623,9.0,5,12.0,1973,0.042031587,B,B,37,6856,84,1940.0,2,5,B
4372,4583,70,3.0,61.03988652559382,45.0870176293714,6.0,6,9.0,1975,0.002211665,B,B,39,7614,3,,1,5,A
30,9245,1,2.0,63.115040972639896,,0.0,4,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1737,8684,1,2.0,54.763380206480434,,1.0,13,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4172,364,62,2.0,57.96764453948018,,1.0,8,17.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4877,16531,93,3.0,136.38939120926491,136.68919128618822,0.0,1,1.0,1977,0.004949358,B,B,0,186,0,,0,0,B
32,2359,53,2.0,60.73449830521805,42.793560850180576,10.0,17,24.0,2020,0.049637257,B,B,34,7759,0,229.0,1,3,B
1039,10955,32,4.0,91.15473411114417,62.426729737474034,8.0,6,25.0,1993,0.135649789,B,B,46,7960,6,350.0,3,11,B
3147,9624,90,3.0,78.79777454648983,47.62963860950652,10.0,17,17.0,1992,0.246031548,B,A,22,3151,4,2715.0,3,3,B
2822,1618,17,2.0,55.06549839260015,32.13048248328167,8.0,18,16.0,1977,0.0,B,B,18,3374,5,620.0,1,2,B
4928,13900,169,1.0,48.53024790518637,,0.0,8,0.0,1977,0.178916796,B,B,18,3594,4,192.0,1,5,B
1479,11704,4,2.0,55.94133754638765,35.136442992474535,8.0,3,9.0,1962,0.327018035,B,B,12,2270,23,2500.0,1,0,B
3142,11715,121,2.0,53.62915240245624,31.75439800850781,10.0,10,16.0,1977,0.212515361,B,B,19,3293,16,628.0,3,7,B
3199,11193,12,1.0,42.901788836518286,19.75576442828548,19.0,7,16.0,1980,0.090799103,B,B,74,19083,2,,5,15,B
236,3191,91,3.0,66.35462195018826,48.75905593327922,9.0,8,12.0,1976,0.333891544,B,B,30,6564,1,,0,0,B
1050,12858,55,3.0,73.52132118137585,47.01892935839261,10.0,6,14.0,1996,0.041365446,B,B,31,5569,0,,1,4,B
3208,8617,111,1.0,41.063553078297936,24.84398582744951,8.0,9,17.0,1987,0.093442564,B,B,23,4635,5,3300.0,2,4,B
990,13592,31,3.0,68.56716856897975,69.15656737141963,7.0,3,9.0,1960,0.0,B,B,23,3684,2,,0,4,B
3619,778,93,3.0,55.584240883846455,37.85059666997176,7.0,3,16.0,1983,0.521867054,B,B,25,6149,0,,0,0,B
4339,16426,1,2.0,65.99885478326885,64.09975896598438,1.0,9,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2321,13659,109,4.0,100.16436432188688,66.52340540548944,10.0,8,18.0,1983,0.0,B,B,25,5027,4,46.0,1,1,B
215,14863,58,1.0,35.12487250319834,21.465834060147987,6.0,4,12.0,1981,0.43788524,B,B,23,5735,3,1084.0,0,5,B
1946,4343,6,2.0,55.31578419950132,31.07278999500863,9.0,4,17.0,2016,0.243204519,B,B,5,1564,0,540.0,0,0,B
1212,1476,12,1.0,41.83742401125364,21.046614333888645,8.0,14,16.0,1981,0.090799103,B,B,74,19083,2,,5,15,B
2275,3113,80,1.0,36.452012579147,20.662026559113084,6.0,8,12.0,1975,0.0077202819999999,B,B,38,4788,2,,0,4,B
1977,15321,63,1.0,59.18363185293994,55.38315887944349,1.0,19,17.0,2019,0.23861713,B,B,26,3889,6,705.0,3,6,B
2339,6836,39,2.0,45.131281528169744,30.780550607450408,6.0,2,5.0,1965,0.428825818,B,B,25,5011,8,730.0,0,2,B
2085,10992,63,1.0,48.4546101532168,48.51853029078194,1.0,24,22.0,2016,0.23861713,B,B,26,3889,6,705.0,3,6,B
104,3202,191,2.0,52.8922835247166,34.40317009560719,9.0,17,16.0,1985,0.127375905,B,B,43,8429,3,,3,9,B
2486,10775,13,3.0,82.97032049027008,51.67526892798937,8.0,10,14.0,1990,0.090799103,B,B,74,19083,2,,5,15,B
3039,14303,33,1.0,41.4385422224581,23.9424938812742,9.0,8,14.0,1971,0.050272014,B,B,21,4231,14,1020.0,0,3,B
250,11229,9,2.0,52.11544851572794,34.813364647107875,8.0,2,14.0,1996,0.161531741,B,B,25,5648,1,30.0,2,4,B
1565,16220,82,3.0,70.98756330278698,49.74822152548919,7.0,13,16.0,1986,0.037316452,B,B,32,6748,93,562.0,4,10,B
3546,8615,30,2.0,57.605427598935286,,1.0,5,19.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4466,5635,23,1.0,37.10063310720405,,0.0,4,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B
4857,15565,6,1.0,48.73242449094951,,1.0,6,25.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1813,9337,94,1.0,37.57559941415215,22.02513693264013,8.0,7,16.0,1977,0.282797669,B,B,33,8667,2,,0,6,B
2059,14879,105,2.0,35.873717265974456,23.486194417928964,5.0,8,9.0,1974,0.069660344,B,B,31,6119,4,,1,2,B
2899,4027,135,1.0,40.06188907244746,27.89556376621859,6.0,10,9.0,1973,0.007658515,B,B,35,7077,56,2301.0,3,19,B
3697,7295,1,2.0,62.76890540941108,61.244800401711295,0.0,10,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4951,113,27,2.0,65.54824943870808,35.07127777627526,0.0,17,0.0,1977,0.017647053,B,B,2,469,0,,0,0,B
1781,10220,52,2.0,34.865151002873894,26.66533848526217,5.0,1,4.0,1963,0.371148999,B,B,34,7065,1,750.0,2,5,B
4840,4538,28,2.0,47.626655728883456,27.797065814631985,6.0,4,9.0,1976,0.428825818,B,B,25,5011,8,730.0,0,2,B
4706,8151,8,3.0,62.69182082435152,45.44902799349871,5.0,4,5.0,1970,0.43788524,B,B,23,5735,3,1084.0,0,5,B
1428,16064,30,1.0,38.37623407085572,37.00331094595148,1.0,2,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1103,371,27,3.0,77.80249889983737,48.38158984337357,9.0,4,17.0,2011,0.07542368,B,B,11,3097,0,,0,0,B
624,16349,160,2.0,52.19851224237586,32.0012543761078,8.0,4,16.0,1986,0.0,B,B,39,8647,0,810.0,0,5,B
3268,9780,153,3.0,81.41855188888894,48.5060919782026,8.0,8,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3393,13666,6,1.0,39.357527431807725,41.89517518039839,1.0,8,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
713,3053,13,2.0,60.13069105329036,36.15545735005247,10.0,10,14.0,1998,0.090799103,B,B,74,19083,2,,5,15,B
482,3339,83,1.0,34.43762490374195,18.11436923537953,6.0,8,9.0,1977,0.0077202819999999,B,B,38,4788,2,,0,4,B
852,4822,58,3.0,63.22767861560684,47.887547384028245,6.0,4,9.0,1968,0.050755569,B,B,24,5469,1,145.0,0,1,B
4115,64,39,1.0,45.07407883523329,14.823382316577652,12.0,13,17.0,2006,0.428825818,B,B,25,5011,8,730.0,0,2,B
2962,13010,47,1.0,36.99710421494543,20.39821726072008,8.0,16,16.0,1980,0.101872465,B,B,23,4583,3,,3,3,B
3822,12506,55,3.0,77.80692249528266,48.38889079952439,10.0,10,17.0,1988,0.041365446,B,B,31,5569,0,,1,4,B
3109,12108,9,2.0,54.19054268770044,32.89283131275337,9.0,6,17.0,1992,0.069753361,B,B,53,13670,4,,1,11,B
4987,3382,3,2.0,47.193251589009726,28.03635554949861,6.0,5,5.0,1968,0.050900058,B,B,43,10621,1,30.0,2,3,B
4609,16357,58,1.0,49.2059781837295,,0.0,4,0.0,1977,0.43788524,B,B,23,5735,3,1084.0,0,5,B
326,6529,85,3.0,56.33888054006959,34.654013591392456,6.0,5,9.0,1978,0.037177818,B,B,52,11217,1,2300.0,1,7,B
1455,12097,48,2.0,80.78894881638095,40.47310398311317,18.0,7,28.0,2012,0.041124634,B,B,46,9515,5,,1,10,B
4817,11475,27,1.0,53.26356107174951,,0.0,9,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4584,5240,27,3.0,89.2180617330808,,0.0,8,22.0,1977,0.051815435,B,B,5,1227,0,,0,0,B
154,6579,23,2.0,46.055741062053,26.936678336120032,5.0,1,2.0,1975,0.034656082,B,B,0,168,0,,0,0,B
497,11716,44,1.0,38.68680813074875,21.37648572190394,7.0,4,14.0,2005,0.232205084,B,B,24,4860,1,80.0,0,3,B
2469,15732,56,2.0,61.61873822558833,34.4767496026782,10.0,13,17.0,1986,0.0,B,B,23,5067,4,,2,6,B
2584,2733,9,1.0,46.4853683347085,,1.0,3,18.0,1977,0.161531741,B,B,25,5648,1,30.0,2,4,B
2322,14758,1,1.0,41.435648249008686,39.19279499664541,1.0,3,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
671,6372,155,2.0,78.16550988157199,51.01409432177668,10.0,5,5.0,1914,0.042307271,B,B,17,2810,9,4849.0,3,6,B
1168,5547,156,1.0,41.68799420642208,20.1483368541395,7.0,6,14.0,2011,0.007658515,B,B,35,7077,56,2301.0,3,19,B
733,10033,167,1.0,35.677794131006095,20.883123478274268,9.0,10,12.0,1970,0.051942062,B,B,17,4017,7,800.0,2,0,B
1947,3122,30,2.0,63.6069049008282,,1.0,17,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2867,3031,48,3.0,84.79070574020889,82.87359689521945,1.0,20,1.0,2013,0.041124634,B,B,46,9515,5,,1,10,B
1236,14230,129,1.0,43.07487292261407,18.41089462303355,10.0,4,24.0,2010,0.020741326,B,B,24,5613,5,1340.0,2,5,B
4758,11124,128,2.0,68.51228206593088,37.75357174319168,12.0,10,17.0,2006,0.0,B,B,27,4798,0,30.0,2,8,B
1218,16290,37,2.0,54.6464203536069,32.77192467127642,8.0,3,12.0,1981,0.127811589,B,B,28,7287,5,320.0,1,3,B
605,4256,53,1.0,41.42639923761112,19.35909745175071,8.0,15,16.0,1981,0.049637257,B,B,34,7759,0,229.0,1,3,B
3035,10173,27,2.0,63.88811902786585,,1.0,3,3.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1199,4855,1,1.0,41.39383967632886,21.689185402367148,10.0,4,22.0,2007,0.025609157,B,B,33,5261,0,240.0,3,1,B
1956,2231,29,2.0,44.845905163833706,28.101254922765214,5.0,2,8.0,1966,0.069660344,B,B,31,6119,4,,1,2,B
4790,5319,1,1.0,39.37634048543172,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3965,5669,67,2.0,48.177732028495406,29.18953073356276,6.0,8,9.0,1975,0.100455735,B,B,43,7227,0,,1,6,A
3392,8640,124,2.0,54.12333472739387,29.758644964113675,8.0,9,14.0,1977,0.122090347,B,B,29,6566,7,1894.0,4,0,B
3914,3172,27,3.0,59.43398388460759,58.951356011653225,1.0,7,25.0,2016,0.072157581,B,B,2,629,1,,0,0,A
4360,7481,2,2.0,48.46546338590159,30.684181104700944,8.0,7,5.0,1965,0.0,B,B,33,7425,1,,2,5,B
2477,354,67,2.0,48.1427648317307,31.074777652673625,6.0,6,9.0,1974,0.0077202819999999,B,B,38,4788,2,,0,4,B
318,632,27,1.0,48.7603390908081,,1.0,7,17.0,1977,0.017647053,B,B,2,469,0,,0,0,B
1857,2864,121,1.0,34.0513405985466,20.229874064688577,5.0,3,5.0,1965,0.212515361,B,B,19,3293,16,628.0,3,7,B
4269,4067,34,2.0,54.97198742091878,33.966561003630765,9.0,12,17.0,1998,0.069753361,B,B,53,13670,4,,1,11,B
4069,11672,69,2.0,56.98516272366658,32.460362286705035,9.0,7,17.0,2005,0.000991363,B,B,33,6783,3,,1,9,B
3664,9869,25,3.0,76.65524327999681,42.94073122236497,10.0,13,11.0,1998,0.069753361,B,B,53,13670,4,,1,11,B
1430,3537,23,1.0,30.23998115245942,28.56765217740916,0.0,7,9.0,2016,0.034656082,B,B,0,168,0,,0,0,B
4591,6325,23,2.0,50.539480708707565,,1.0,4,12.0,2016,0.034656082,B,B,0,168,0,,0,0,B
4052,7115,34,2.0,84.65505090896272,47.15480450304707,12.0,7,24.0,2014,0.069753361,B,B,53,13670,4,,1,11,B
1502,13890,42,1.0,49.73051896110454,23.855753718864,10.0,20,24.0,2010,0.158249043,B,B,21,5731,0,,1,0,B
4769,4408,90,1.0,36.19222982691704,17.671509428358945,5.0,4,5.0,1962,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3421,5922,67,3.0,71.8338652028187,40.89341966339873,8.0,4,16.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
4913,7021,1,2.0,65.60702674727487,2.8142413890884628,0.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3616,12058,101,1.0,33.423246576792764,18.11339665285072,5.0,5,5.0,1969,0.038692987,B,B,28,6533,1,1015.0,2,5,B
2512,146,1,3.0,87.81332195236082,88.94655466443344,1.0,5,22.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2485,7301,98,3.0,76.77257602719587,46.18940022690734,8.0,10,22.0,1991,0.195781053,B,B,23,5212,6,,3,2,B
2332,4740,51,2.0,48.647732645236005,28.1666883647494,5.0,11,9.0,1967,0.015016892,B,B,17,3079,59,2890.0,0,8,B
3338,4883,37,2.0,40.97698216374551,23.89123810476077,7.0,6,12.0,1969,0.122190486,B,B,25,4724,2,1308.0,1,3,B
1883,15482,111,2.0,60.31227852471061,35.07816643921586,10.0,24,22.0,1999,0.093442564,B,B,23,4635,5,3300.0,2,4,B
2626,6632,24,2.0,44.3719968133181,35.5152363268637,5.0,4,5.0,1964,0.111627393,B,B,50,12238,8,1970.0,2,3,B
2756,10685,1,2.0,54.51040907368143,,1.0,4,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
512,5341,37,3.0,60.95800242188577,44.14165802589019,6.0,5,9.0,1973,0.127811589,B,B,28,7287,5,320.0,1,3,B
3520,10692,30,2.0,66.00415766822519,,1.0,3,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
494,14641,27,2.0,60.56476624780491,,9.0,13,19.0,2018,0.211401214,B,B,9,1892,0,,0,1,B
4532,4535,138,1.0,38.739778474816106,21.274676732844373,7.0,11,17.0,2002,0.1363303,B,B,30,6141,10,262.0,3,6,B
1694,5440,79,2.0,45.42494895477513,43.40626522158103,5.0,5,5.0,1967,0.307466659,B,A,30,5048,9,325.0,2,5,B
1867,10483,34,4.0,95.86585245523588,,1.0,2,1.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
10,6393,8,1.0,41.49650853339136,21.66420918533763,7.0,4,17.0,2009,0.43788524,B,B,23,5735,3,1084.0,0,5,B
331,14494,52,2.0,64.02780360967654,67.95765502977818,0.0,9,17.0,1977,0.371148999,B,B,34,7065,1,750.0,2,5,B
313,2441,6,3.0,78.41436101089539,44.1117438331644,12.0,14,1.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
929,16604,17,3.0,100.00091752309037,102.11701542426228,0.0,4,0.0,1977,0.0,B,B,18,3374,5,620.0,1,2,B
1151,11907,17,1.0,42.96664088452114,19.444965335700587,9.0,2,8.0,1960,0.0,B,B,25,5027,4,46.0,1,1,B
4010,16745,21,1.0,36.794891735919855,20.14414295109089,5.0,5,5.0,1964,0.034331497,B,B,25,5487,3,,0,4,B
69,4820,22,1.0,42.35996399073461,,1.0,7,17.0,1977,0.118537385,B,B,30,6207,1,1183.0,1,0,B
842,10153,1,3.0,80.40701311964045,79.44415099332792,1.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
744,12343,13,2.0,55.63884113874912,34.071084858129375,9.0,16,17.0,2000,0.090799103,B,B,74,19083,2,,5,15,B
1247,994,109,1.0,36.3096260133063,23.288187106393213,6.0,1,9.0,1979,0.1363303,B,B,30,6141,10,262.0,3,6,B
270,2348,128,1.0,47.51116715169837,21.47567478943422,12.0,3,6.0,2002,0.0,B,B,27,4798,0,30.0,2,8,B
1349,4474,21,2.0,42.62640343799149,29.906751217686057,5.0,5,5.0,1968,0.394094211,B,B,3,662,0,35.0,0,0,B
4405,16043,10,1.0,33.50776533337324,18.119473104878686,6.0,5,9.0,1972,0.089039719,B,B,33,7976,5,,0,11,B
4318,15453,1,1.0,44.62274734721015,,0.0,1,9.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2898,6926,129,3.0,66.07887919950788,49.987887231377954,7.0,14,12.0,1985,0.460556389,B,B,20,4386,14,,1,5,B
